University,Overall_Score,Overall_Rank,Teaching_Score,Teaching_Rank,Research_Score,Research_Rank,Citations_Score,Citations_Rank,Industry_Income_Score,Industry_Income_Rank,International_Outlook_Score,International_Outlook_Rank,Number_of_Students
Başkent University,9.7–22.7,15450,20.0,1371,12.2,1386,15.7,1751,29.1,1198,22.0,1806,master_account
University of Basrah,9.7–22.7,15460,23.4,1117,7.8,1888,14.6,1773,16.2,1834,26.1,1659,master_account
University of Batna 2,9.7–22.7,15470,17.5,1591,7.9,1883,12.2,1815,15.9,1872,30.4,1480,master_account
University of Béjaïa,9.7–22.7,15480,13.8,1810,8.3,1862,14.4,1778,20.9,1482,44.9,961,master_account
Belgorod State National Research University,9.7–22.7,15490,23.4,1118,13.7,1230,10.6,1847,34.1,1108,42.3,1037,master_account
Benemérita Universidad Autónoma de Puebla,9.7–22.7,15500,15.6,1722,9.5,1705,17.1,1728,19.4,1564,37.7,1208,master_account
University of Benin,9.7–22.7,15510,15.5,1728,5.7,1902,35.0,1325,16.4,1813,34.7,1330,master_account
Bernardo O’Higgins University,9.7–22.7,15520,13.9,1806,10.3,1605,10.7,1842,20.9,1483,54.0,692,master_account
Bharath Institute of Higher Education and Research,9.7–22.7,15530,21.1,1290,7.3,1899,30.2,1437,21.2,1469,35.9,1281,master_account
Bharati Vidyapeeth University,9.7–22.7,15540,24.8,1014,9.4,1722,13.5,1792,30.4,1172,18.8,1886,master_account
Bialystok University of Technology,9.7–22.7,15550,23.0,1149,14.9,1129,23.1,1607,20.6,1505,24.3,1728,master_account
Bilecik Şeyh Edebali University,9.7–22.7,15560,14.5,1776,9.5,1706,22.8,1617,17.8,1679,32.0,1427,master_account
University of Bío-Bío,9.7–22.7,15570,12.9,1848,12.8,1319,13.9,1784,19.1,1579,46.7,900,master_account
University of Birjand,9.7–22.7,15580,11.1,1894,9.5,1707,26.7,1522,16.8,1770,26.2,1656,master_account
University of Biskra,9.7–22.7,15590,16.3,1674,8.6,1840,19.3,1692,15.9,1873,38.1,1186,master_account
Blida 1 University,9.7–22.7,15600,19.6,1409,8.6,1841,14.9,1766,16.7,1780,36.8,1251,master_account
Bolu Abant Izzet Baysal University,9.7–22.7,15610,15.6,1723,9.3,1742,29.2,1460,17.4,1707,32.4,1406,master_account
Bozok University,9.7–22.7,15620,16.1,1691,9.4,1723,30.3,1432,16.9,1758,28.9,1544,master_account
University of Brawijaya,9.7–22.7,15630,20.5,1335,9.9,1645,17.2,1724,20.4,1516,25.7,1672,master_account
Burapha University,9.7–22.7,15640,16.0,1696,9.8,1667,10.3,1850,20.9,1484,27.6,1596,master_account
Bursa Technical University,9.7–22.7,15650,13.7,1813,9.4,1724,30.4,1428,18.5,1623,29.7,1503,master_account
Bursa Uludağ University,9.7–22.7,15660,18.8,1475,10.4,1598,20.0,1675,31.0,1156,32.3,1411,master_account
University of Caldas,9.7–22.7,15670,10.1,1899,11.0,1520,9.0,1867,53.2,746,32.2,1417,master_account
Çankırı Karatekin University,9.7–22.7,15680,12.5,1860,9.5,1709,22.7,1621,15.6,1898,41.0,1079,master_account
Catholic University of Brasília,9.7–22.7,15690,15.4,1734,10.5,1585,11.7,1828,19.0,1588,35.7,1287,master_account
Catholic University of the North,9.7–22.7,15700,14.2,1792,15.2,1104,29.0,1468,18.2,1647,58.0,622,master_account
Universidad Católica del Maule,9.7–22.7,15710,13.4,1825,13.4,1262,19.3,1693,15.8,1881,57.5,631,master_account
Universidad Católica de la Santísima Concepción,9.7–22.7,15720,13.2,1833,14.9,1131,22.9,1613,16.9,1759,48.9,831,master_account
University of Caxias do Sul,9.7–22.7,15730,15.9,1700,9.4,1725,11.8,1825,22.3,1426,21.6,1819,master_account
Ceará State University,9.7–22.7,15740,21.1,1291,11.4,1474,8.9,1869,17.9,1671,20.2,1861,master_account
Manisa Celal Bayar University,9.7–22.7,15750,14.9,1758,5.2,1903,21.6,1643,16.7,1781,22.0,1807,master_account
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),9.7–22.7,15760,12.4,1864,9.7,1684,18.2,1710,16.7,1782,30.6,1474,master_account
CES University,9.7–22.7,15770,19.2,1451,9.1,1776,5.8,1894,16.4,1814,37.1,1233,master_account
Chaoyang University of Technology,9.7–22.7,15780,14.1,1796,18.2,906,28.2,1487,47.0,863,38.9,1152,master_account
College of Charleston,9.7–22.7,15790,17.4,1597,7.9,1884,30.4,1429,23.2,1390,29.8,1498,public
Chelyabinsk State University,9.7–22.7,15800,12.3,1867,10.7,1556,10.7,1843,17.0,1752,25.9,1662,master_account
Chiba Institute of Technology,9.7–22.7,15810,14.8,1766,8.8,1819,13.0,1799,26.1,1294,20.9,1843,master_account
Chinese Culture University,9.7–22.7,15820,13.9,1807,10.0,1638,16.8,1734,26.1,1295,29.8,1499,master_account
Université Chouaïb Doukkali,9.7–22.7,15830,13.4,1826,10.8,1545,28.8,1474,18.9,1596,26.7,1629,master_account
Chubu University,9.7–22.7,15840,17.1,1615,11.9,1414,15.9,1746,33.4,1123,34.1,1349,master_account
Chuo University,9.7–22.7,15850,18.7,1483,12.7,1333,15.5,1754,27.2,1254,30.4,1481,master_account
University of Colima,9.7–22.7,15860,21.6,1256,8.0,1878,12.4,1812,20.0,1528,31.6,1442,master_account
Comillas Pontifical University,9.7–22.7,15870,18.3,1525,15.7,1067,26.3,1530,31.4,1151,44.2,981,master_account
Communication University of China,9.7–22.7,15880,27.5,840,17.3,947,15.5,1755,37.6,1025,23.4,1760,master_account
Cracow University of Technology,9.7–22.7,15890,21.2,1284,10.7,1558,30.4,1430,28.2,1229,27.3,1603,master_account
University of Craiova,9.7–22.7,15900,18.3,1526,11.5,1459,25.2,1556,18.4,1632,24.0,1739,master_account
Damghan University,9.7–22.7,15910,17.7,1579,11.4,1475,27.0,1517,17.9,1672,27.9,1579,master_account
University of Dar es Salaam,9.7–22.7,15920,14.4,1779,10.3,1606,28.2,1488,21.7,1451,49.5,817,master_account
De La Salle University,9.7–22.7,15930,19.6,1411,12.8,1321,31.3,1415,17.4,1710,29.3,1525,master_account
University for Development Studies,9.7–22.7,15940,11.1,1895,9.9,1649,31.1,1419,18.9,1597,51.5,752,master_account
Dicle University,9.7–22.7,15950,30.3,673,16.9,976,12.7,1803,53.0,751,21.9,1810,master_account
Diponegoro University,9.7–22.7,15960,27.1,867,15.4,1087,19.1,1700,42.9,924,35.1,1310,master_account
Dokkyo Medical University,9.7–22.7,15970,26.7,889,10.3,1607,22.0,1637,37.9,1020,19.1,1884,master_account
Doshisha University,9.7–22.7,15980,17.9,1555,10.9,1534,11.1,1838,30.7,1166,35.5,1294,master_account
Dumlupinar University,9.7–22.7,15990,10.9,1897,7.8,1889,23.3,1600,19.8,1542,38.5,1169,master_account
Dunarea de Jos University of Galati,9.7–22.7,16000,19.8,1388,9.2,1756,17.5,1720,16.4,1815,46.1,926,master_account
EAFIT University,9.7–22.7,16010,17.0,1621,11.0,1521,16.5,1738,16.5,1804,44.7,966,master_account
El Bosque University,9.7–22.7,16020,23.7,1100,9.3,1744,20.0,1676,16.9,1761,46.6,910,master_account
Erzincan Binali Yıldırım University,9.7–22.7,16030,12.0,1875,8.7,1825,37.6,1263,16.6,1793,23.7,1750,master_account
Escuela Politécnica Nacional,9.7–22.7,16040,18.2,1535,9.4,1728,29.0,1470,18.6,1617,52.1,735,master_account
Eskişehir Osmangazi University,9.7–22.7,16050,21.5,1262,16.6,999,20.5,1669,19.2,1572,27.0,1613,master_account
Universidade do Estado de Santa Catarina,9.7–22.7,16060,26.5,909,11.0,1522,15.7,1752,17.0,1753,21.2,1835,master_account
Universidade Estadual do Norte Fluminense Darcy Ribeiro,9.7–22.7,16070,21.1,1293,10.9,1535,21.6,1644,22.3,1427,34.5,1336,master_account
Universidade Estadual de Maringá,9.7–22.7,16080,28.9,747,13.8,1224,20.2,1671,21.2,1472,22.0,1808,master_account
Universidade Estadual do Oeste do Paraná (Unioeste),9.7–22.7,16090,27.6,830,9.8,1668,7.4,1887,17.2,1734,20.4,1853,master_account
"""""Federal University of Agriculture"," Abeokuta""""",9.7–22.7,16100,15.6,1724,8.0,1879,24.5,1573,17.0,1754,31.4,1446
Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),9.7–22.7,16110,21.2,1285,12.8,1324,25.1,1557,21.2,1473,26.1,1660,master_account
Federal University of Itajubá,9.7–22.7,16120,17.7,1580,9.6,1698,21.3,1651,20.5,1509,28.0,1575,master_account
Universidade Federal de Juiz de Fora,9.7–22.7,16130,18.5,1505,12.1,1398,27.5,1505,18.6,1618,29.8,1500,master_account
Universidade Federal do Maranhão (UFMA),9.7–22.7,16140,15.2,1741,10.3,1608,14.5,1775,18.7,1609,23.2,1769,master_account
Federal University of Mato Grosso do Sul,9.7–22.7,16150,21.4,1275,11.7,1435,22.3,1627,33.0,1128,28.9,1546,master_account
Universidade Federal de Ouro Preto (UFOP),9.7–22.7,16160,22.1,1222,12.0,1406,20.7,1663,25.5,1316,24.7,1714,master_account
Federal University of Pará,9.7–22.7,16170,22.6,1175,11.7,1436,21.3,1652,21.7,1452,26.8,1620,master_account
Federal Rural University of Pernambuco,9.7–22.7,16180,25.0,1004,11.0,1523,19.1,1701,20.0,1529,23.4,1761,master_account
Universidade Federal Rural do Semi-Arido,9.7–22.7,16190,19.1,1458,9.0,1794,5.7,1896,16.6,1794,18.3,1894,master_account
Universidade Federal de Sergipe,9.7–22.7,16200,17.0,1622,10.4,1599,36.4,1293,18.1,1658,28.1,1571,master_account
Fluminense Federal University,9.7–22.7,16210,21.0,1298,13.1,1290,27.8,1495,22.5,1417,30.8,1469,master_account
University of Fortaleza (UNIFOR),9.7–22.7,16220,14.3,1785,9.4,1729,33.6,1360,16.9,1762,37.8,1204,master_account
Université Frères Mentouri Constantine 1,9.7–22.7,16230,20.2,1355,8.1,1870,13.5,1793,18.2,1649,38.3,1176,master_account
Universidad de las Fuerzas Armadas – ESPE,9.7–22.7,16240,15.9,1702,8.6,1842,11.6,1830,16.3,1825,40.6,1096,master_account
University of Fukui,9.7–22.7,16250,26.0,934,12.4,1362,16.4,1739,37.9,1021,26.5,1638,master_account
Fukuoka University,9.7–22.7,16260,23.5,1108,9.7,1685,17.9,1716,37.1,1042,24.4,1725,master_account
Université de Gabès,9.7–22.7,16270,20.8,1313,9.4,1730,28.9,1472,16.7,1783,42.8,1023,master_account
Gaziantep University,9.7–22.7,16280,15.6,1725,10.8,1548,33.0,1374,20.1,1524,39.5,1132,master_account
Georgian Technical University,9.7–22.7,16290,32.4,573,9.3,1745,22.2,1632,16.1,1847,40.8,1087,master_account
German University in Cairo,9.7–22.7,16300,18.6,1490,8.7,1826,34.0,1348,16.8,1772,48.6,845,master_account
Gheorghe Asachi Technical University of Iaşi,9.7–22.7,16310,15.9,1703,9.6,1699,23.2,1602,26.2,1288,32.1,1420,master_account
GITAM University,9.7–22.7,16320,19.6,1412,9.3,1746,20.8,1660,19.0,1589,25.2,1695,master_account
Goa University,9.7–22.7,16330,32.1,584,12.4,1363,23.0,1610,18.6,1619,24.1,1734,master_account
Grigore T. Popa University of Medicine and Pharmacy,9.7–22.7,16340,22.5,1188,10.1,1631,18.9,1703,22.5,1418,42.1,1046,master_account
University of Guadalajara,9.7–22.7,16350,16.3,1676,8.8,1820,13.7,1787,18.0,1665,31.2,1452,master_account
University of Guanajuato,9.7–22.7,16360,16.2,1682,9.3,1747,13.4,1795,20.5,1510,36.4,1262,master_account
Gubkin Russian State University of Oil and Gas,9.7–22.7,16370,23.4,1120,10.5,1586,12.5,1809,38.2,1016,26.8,1621,master_account
Hanoi University of Science and Technology,9.7–22.7,16380,15.7,1717,15.7,1070,27.4,1507,43.4,915,39.7,1125,master_account
Hasanuddin University,9.7–22.7,16390,18.8,1477,11.2,1499,25.8,1545,27.5,1249,19.8,1872,master_account
Université Hassan 1er,9.7–22.7,16400,24.9,1009,10.3,1610,19.2,1696,16.6,1796,23.6,1754,master_account
Hassiba Benbouali University of Chlef,9.7–22.7,16410,15.5,1730,12.3,1377,20.7,1665,32.7,1132,41.9,1053,master_account
University of Havana,9.7–22.7,16420,28.1,803,11.8,1425,10.8,1841,33.9,1110,53.0,712,master_account
Hellenic Open University,9.7–22.7,16430,22.4,1193,8.5,1851,34.2,1344,15.8,1882,26.2,1657,master_account
Herzen State Pedagogical University of Russia,9.7–22.7,16440,20.2,1356,11.5,1463,9.8,1858,17.6,1691,39.2,1141,master_account
Hindustan Institute of Technology and Science,9.7–22.7,16450,21.9,1236,9.3,1748,33.6,1361,16.3,1826,23.4,1764,master_account
Hitit University,9.7–22.7,16460,15.2,1742,9.8,1670,15.1,1765,16.5,1806,22.8,1779,master_account
Hosei University,9.7–22.7,16470,15.2,1743,11.0,1524,34.0,1349,23.9,1369,38.3,1177,master_account
Hue University,9.7–22.7,16480,13.3,1831,8.7,1828,16.4,1740,16.2,1835,49.2,822,master_account
University of Hyogo,9.7–22.7,16490,22.5,1189,13.2,1285,11.8,1826,56.5,709,24.6,1720,master_account
Ibaraki University,9.7–22.7,16500,18.9,1472,12.5,1358,12.2,1816,36.9,1049,27.4,1601,master_account
Universidad Industrial de Santander (UIS),9.7–22.7,16510,14.4,1780,12.2,1387,11.6,1831,31.5,1148,38.0,1196,master_account
Industrial University of Tyumen,9.7–22.7,16520,19.5,1419,8.4,1856,14.0,1782,18.3,1643,23.1,1772,master_account
Inönü University,9.7–22.7,16530,17.8,1568,9.4,1731,21.5,1647,18.0,1666,21.1,1838,master_account
Instituto Politécnico Nacional (IPN),9.7–22.7,16540,20.7,1320,9.9,1651,14.5,1776,26.7,1272,25.5,1682,master_account
International Hellenic University,9.7–22.7,16550,9.6,1902,9.4,1732,36.5,1290,20.1,1525,30.7,1470,master_account
Irkutsk National Research Technical University,9.7–22.7,16560,21.7,1252,9.6,1700,23.4,1597,24.2,1359,33.8,1361,master_account
Irkutsk State University,9.7–22.7,16570,18.6,1492,11.5,1464,9.1,1864,18.9,1598,28.1,1572,master_account
Islamic University of Indonesia,9.7–22.7,16580,15.8,1709,9.7,1686,12.5,1810,17.3,1722,35.5,1296,master_account
Istanbul Aydın University,9.7–22.7,16590,17.0,1623,9.2,1758,32.3,1393,15.8,1883,56.9,644,master_account
Istanbul Medipol University,9.7–22.7,16600,14.6,1773,10.6,1571,33.3,1369,20.6,1506,44.0,989,master_account
Ivane Javakhishvili Tbilisi State University,9.7–22.7,16610,15.9,1704,11.3,1487,22.2,1633,18.0,1667,46.7,903,master_account
Ivanovo State University of Chemistry and Technology,9.7–22.7,16620,16.4,1669,9.7,1687,7.0,1892,21.3,1466,25.0,1704,master_account
Iwate University,9.7–22.7,16630,22.3,1203,11.2,1501,12.6,1807,38.5,1011,28.2,1570,master_account
Izmir University of Economics,9.7–22.7,16640,16.7,1651,11.2,1502,36.7,1284,26.2,1290,32.5,1401,master_account
Jan Evangelista Purkyně University,9.7–22.7,16650,16.1,1693,13.6,1237,15.3,1759,18.0,1668,38.2,1182,master_account
Jan Kochanowski University in Kielce,9.7–22.7,16660,21.3,1281,12.3,1378,11.9,1824,18.4,1634,27.9,1580,master_account
Jean Moulin University – Lyon 3,9.7–22.7,16670,14.3,1786,13.6,1238,13.6,1789,27.5,1250,60.8,567,master_account
Jember University,9.7–22.7,16680,11.1,1896,9.1,1779,23.0,1611,18.1,1660,21.3,1832,master_account
Jianghan University,9.7–22.7,16690,16.7,1652,9.2,1760,27.6,1502,33.6,1120,22.0,1809,master_account
University of Jijel,9.7–22.7,16700,12.8,1854,8.8,1821,12.7,1804,16.0,1860,37.5,1219,master_account
Kanagawa University,9.7–22.7,16710,17.6,1584,8.3,1863,11.4,1833,24.4,1355,38.7,1161,master_account
Kanazawa Medical University,9.7–22.7,16720,26.6,902,10.2,1624,17.3,1721,29.7,1190,21.2,1836,master_account
Kansai University,9.7–22.7,16730,20.2,1358,8.3,1864,7.3,1889,25.5,1317,33.4,1376,master_account
University of Karachi,9.7–22.7,16740,14.1,1797,10.6,1574,19.5,1689,24.5,1352,44.4,976,master_account
Karadeniz Technical University,9.7–22.7,16750,19.3,1441,10.1,1632,27.8,1498,22.4,1422,22.7,1781,master_account
Université Kasdi Merbah Ouargla,9.7–22.7,16760,20.0,1373,8.6,1843,16.0,1743,17.3,1723,29.4,1522,master_account
Kasetsart University,9.7–22.7,16770,18.1,1543,12.6,1347,23.5,1595,25.7,1308,33.8,1362,master_account
Kastamonu University,9.7–22.7,16780,11.6,1884,11.6,1454,35.8,1306,15.9,1876,35.5,1298,master_account
Kazan National Research Technical University,9.7–22.7,16790,18.8,1478,10.8,1550,24.9,1564,42.6,929,31.7,1438,master_account
Kazan National Research Technological University,9.7–22.7,16800,21.9,1237,8.8,1822,12.4,1813,36.1,1070,35.4,1302,master_account
Kazan State Medical University,9.7–22.7,16810,40.5,293,10.3,1611,7.3,1890,17.1,1744,45.2,955,master_account
University of Kelaniya,9.7–22.7,16820,16.8,1642,8.1,1871,12.0,1821,17.2,1736,36.2,1268,master_account
Kemerovo State University,9.7–22.7,16830,14.9,1760,10.1,1633,8.6,1873,18.2,1652,24.3,1730,master_account
University of Kerbala,9.7–22.7,16840,18.3,1528,7.7,1891,10.7,1844,15.8,1884,22.6,1784,master_account
King Mongkut’s Institute of Technology Ladkrabang,9.7–22.7,16850,16.5,1660,22.9,689,19.2,1697,55.0,723,30.7,1471,master_account
Kirikkale University,9.7–22.7,16860,14.3,1787,18.8,878,17.2,1725,20.3,1518,18.8,1887,master_account
Kırşehir Ahi Evran University,9.7–22.7,16870,11.8,1880,9.8,1672,18.4,1708,16.5,1808,37.3,1226,master_account
Kocaeli University,9.7–22.7,16880,14.3,1788,9.7,1689,22.1,1636,23.7,1377,25.8,1669,master_account
Kochi University,9.7–22.7,16890,24.7,1028,12.3,1379,21.8,1639,41.5,947,26.8,1623,master_account
Kochi University of Technology,9.7–22.7,16900,17.6,1585,15.6,1073,15.9,1747,68.4,469,39.1,1145,master_account
Kogakuin University,9.7–22.7,16910,16.8,1643,11.3,1488,26.3,1532,32.7,1133,25.0,1705,master_account
Kookmin University,9.7–22.7,16920,24.5,1043,14.3,1178,20.1,1673,37.0,1048,36.1,1270,master_account
Universiti Kuala Lumpur,9.7–22.7,16930,23.6,1104,9.0,1795,24.3,1576,25.5,1318,43.7,997,master_account
University of Kufa,9.7–22.7,16940,20.0,1375,8.7,1829,18.0,1715,16.7,1785,29.5,1519,master_account
Kwansei Gakuin University,9.7–22.7,16950,15.7,1718,9.5,1712,15.4,1757,20.7,1499,40.9,1084,master_account
Kyoto Sangyo University,9.7–22.7,16960,14.3,1789,9.1,1781,14.9,1767,22.4,1423,44.8,963,master_account
Ladoke Akintola University of Technology,9.7–22.7,16970,16.2,1686,11.1,1512,28.0,1490,32.0,1143,32.5,1402,master_account
University of Laghouat,9.7–22.7,16980,14.0,1802,8.6,1844,17.2,1726,15.9,1877,39.7,1127,master_account
Lagos State University,9.7–22.7,16990,12.9,1849,9.3,1749,25.3,1554,16.0,1861,41.9,1055,master_account
Lahore College for Women University (LCWU),9.7–22.7,17000,16.5,1661,9.6,1701,37.6,1266,16.1,1851,40.6,1098,master_account
University of Lampung,9.7–22.7,17010,17.1,1617,8.1,1872,26.3,1533,16.8,1773,18.4,1892,master_account
Latvia University of Life Sciences and Technologies,9.7–22.7,17020,16.3,1678,17.3,949,15.8,1748,30.5,1171,24.1,1736,master_account
University of Life Sciences in Lublin,9.7–22.7,17030,20.2,1359,11.7,1439,30.3,1434,19.1,1580,20.7,1845,master_account
L.N. Gumilyov Eurasian National University,9.7–22.7,17040,21.9,1240,11.6,1455,21.1,1656,15.7,1895,54.2,691,master_account
Lobachevsky State University of Nizhni Novgorod,9.7–22.7,17050,31.8,597,13.4,1267,14.7,1771,32.7,1134,38.5,1170,master_account
University of Łódź,9.7–22.7,17060,20.6,1330,15.6,1075,28.8,1476,19.2,1573,35.5,1299,master_account
Londrina State University,9.7–22.7,17070,30.3,674,16.1,1042,19.6,1687,34.8,1097,23.9,1744,master_account
University of Los Lagos,9.7–22.7,17080,15.9,1705,14.1,1196,25.8,1546,16.0,1862,49.5,818,master_account
Lucian Blaga University of Sibiu,9.7–22.7,17090,18.5,1506,14.0,1205,29.7,1452,16.8,1774,28.4,1563,master_account
University of Lucknow,9.7–22.7,17100,28.4,782,10.3,1612,26.5,1525,18.0,1669,23.1,1773,master_account
University of Macerata (UNIMC),9.7–22.7,17110,16.2,1687,18.1,913,24.6,1572,15.6,1899,37.3,1228,master_account
Mackenzie Presbyterian University,9.7–22.7,17120,17.4,1600,10.8,1551,12.4,1814,20.7,1500,28.7,1552,master_account
Mahasarakham University,9.7–22.7,17130,18.8,1479,8.5,1852,10.5,1848,17.0,1755,25.0,1706,master_account
Universiti Malaysia Kelantan,9.7–22.7,17140,16.1,1694,13.0,1304,32.6,1386,16.2,1837,41.9,1056,master_account
Maria Curie-Skłodowska University (UMCS),9.7–22.7,17150,21.6,1259,19.3,850,22.4,1625,22.7,1412,33.4,1377,master_account
Marmara University,9.7–22.7,17160,17.0,1625,11.7,1440,31.9,1402,26.9,1262,30.7,1472,master_account
University of Mascara,9.7–22.7,17170,13.7,1815,7.5,1896,31.4,1413,16.1,1852,43.2,1009,master_account
Matej Bel University,9.7–22.7,17180,19.4,1431,13.9,1211,15.5,1756,16.4,1817,40.7,1092,master_account
